,Id,MSZoning,Street,OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,2ndFlrSF,FullBath,TotRmsAbvGrd,YearBuilt
813,813,RL,Pave,6,1114,2,576,1114,1114,0,1,6,2003
814,814,RM,Pave,5,840,0,0,672,840,0,1,5,1930
815,815,RL,Pave,6,2119,2,583,689,1378,741,2,7,1972
816,816,RL,Pave,5,893,2,576,845,893,0,1,4,1949
817,817,RL,Pave,7,1680,2,583,1650,1680,0,2,7,1998
818,818,FV,Pave,9,1709,2,506,1698,1709,0,2,5,1999
819,819,RL,Pave,8,1694,3,776,1694,1694,0,2,7,2008
820,820,RM,Pave,6,1218,1,264,672,672,546,1,7,1972
821,821,RL,Pave,5,900,1,288,864,900,0,1,6,1967
822,822,RL,Pave,7,2156,2,508,1568,2156,0,2,9,1968
823,823,FV,Pave,7,1252,2,462,600,624,628,2,4,1999
824,824,RL,Pave,7,2784,2,564,1392,1392,1392,3,12,1978
825,825,C (all),Grvl,3,894,3,1248,894,894,0,1,6,1935
826,826,RL,Pave,4,2230,1,440,795,954,795,1,10,1912
827,827,RL,Pave,5,1114,2,576,1114,1114,0,1,6,2004
828,828,RL,Pave,8,3238,3,666,2033,2053,1185,2,9,1995
829,829,RL,Pave,5,1099,1,352,1099,1099,0,1,6,1995
830,830,RL,Pave,5,1211,1,322,952,1211,0,1,5,1968
831,831,RL,Pave,5,902,1,288,876,902,0,1,6,1967
832,832,RL,Pave,7,1242,2,528,1242,1242,0,1,6,1973
833,833,RL,Pave,5,894,1,336,894,894,0,1,5,1965
834,834,RM,Pave,4,1452,0,0,736,736,716,2,8,1920
835,835,RL,Pave,8,1337,2,462,1337,1337,0,2,5,1993
836,836,RL,Pave,5,1343,1,186,731,820,523,1,7,1921
837,837,RL,Pave,7,1368,2,474,1368,1368,0,2,6,2005
838,838,RL,Pave,3,1040,2,400,0,1040,0,2,6,1950
839,839,RL,Pave,8,1911,2,471,777,1065,846,2,8,1993
840,840,RL,Pave,5,1256,1,276,1256,1256,0,1,6,1965
841,841,RL,Pave,5,773,1,240,773,773,0,1,4,1953
842,842,RH,Pave,4,841,1,294,721,841,0,1,4,1950
843,843,RL,Pave,6,1876,2,540,901,943,933,2,8,1974
844,844,RL,Pave,5,1271,1,312,720,720,551,2,7,1948
845,845,RL,Pave,7,2021,2,422,868,887,1134,2,9,2006
846,846,RL,Pave,7,1792,2,564,963,963,829,2,7,2001
847,847,RL,Pave,6,1167,2,400,1158,1167,0,2,6,1992
848,848,RL,Pave,6,1392,2,458,1392,1392,0,1,6,1957
849,849,RL,Pave,5,1039,2,504,1039,1039,0,1,6,1965
850,850,RL,Pave,5,1604,2,660,984,984,620,2,6,1941
851,851,RL,Pave,6,2555,2,672,588,1423,748,2,11,1922
852,852,RL,Pave,6,1498,2,409,691,691,807,2,6,1995
853,853,RL,Pave,10,4316,3,832,2444,2444,1872,3,10,1994
854,854,RL,Pave,6,1200,2,521,1200,1200,0,2,6,1995
855,855,RL,Pave,8,3228,2,546,3200,3228,0,3,10,1992
856,856,RL,Pave,6,1564,2,476,650,888,676,2,7,1980
857,857,RL,Pave,6,1138,1,264,588,1138,0,1,6,1958
858,858,RL,Pave,5,1812,1,264,864,876,936,2,8,1962
859,859,RL,Pave,5,1728,1,352,1728,1728,0,2,10,1964
860,860,RL,Pave,5,900,1,280,882,900,0,1,5,1967
861,861,RM,Pave,6,987,1,264,483,483,504,1,5,1971
862,862,RL,Pave,7,1850,2,467,973,979,871,2,7,1994
863,863,RL,Pave,6,1412,2,576,1392,1412,0,2,6,1988
864,864,RL,Pave,6,1567,2,714,1567,1567,0,2,5,1977
865,865,RL,Pave,7,1971,2,689,1113,1113,858,2,8,2005
866,866,RL,Pave,5,1803,2,484,1134,1803,0,2,8,1957
867,867,RL,Pave,8,1601,2,670,1581,1601,0,2,6,2001
868,868,RL,Pave,8,2020,2,466,1128,1142,878,2,8,1995
869,869,RL,Pave,6,1456,2,440,855,855,601,2,7,1976
870,870,RL,Pave,7,1670,3,690,1670,1670,0,2,7,2006
871,871,RM,Pave,5,1728,2,504,1728,1728,0,2,10,1963
872,872,RL,Pave,5,1712,2,588,1626,1712,0,2,8,1959
873,873,RL,Pave,5,780,1,352,780,780,0,1,4,1972
874,874,RL,Pave,2,438,1,246,290,438,0,1,3,1920
875,875,RL,Pave,5,1771,2,336,0,1771,0,1,9,1960
876,876,RL,Pave,5,864,0,0,864,864,0,1,5,1925
877,877,RM,Pave,5,1302,1,264,630,630,672,2,6,1972
878,878,RL,Grvl,6,816,0,0,816,816,0,1,5,1990
879,879,RL,Pave,4,1005,2,672,1005,1005,0,1,5,1955
880,880,RL,Pave,6,1721,2,471,928,936,785,2,7,1994
881,881,RL,Pave,6,1080,1,288,1080,1080,0,1,5,1958
882,882,RL,Pave,9,1702,3,1052,1702,1702,0,1,7,2008
883,883,RM,Pave,6,848,2,420,848,848,0,1,4,2003
884,884,RM,Pave,4,1131,2,672,907,1131,0,1,7,1937
885,885,RM,Pave,5,784,0,0,784,784,0,1,5,1924
886,886,RL,Pave,5,1394,2,400,384,754,640,2,7,2006
887,887,C (all),Grvl,5,1044,2,504,540,1044,0,1,4,1952
888,888,RL,Pave,5,1287,2,576,1063,1287,0,1,7,1959
889,889,RL,Pave,6,790,1,160,768,790,0,1,4,1930
890,890,RL,Pave,5,1526,1,364,1216,1526,0,1,7,1957
891,891,RM,Pave,5,1022,1,280,1022,1022,0,1,4,1910
892,892,RL,Pave,5,1268,1,244,1268,1268,0,1,7,1954
893,893,RL,Pave,5,864,1,338,864,864,0,1,5,1972
894,894,RL,Pave,7,2291,2,429,975,1005,1286,2,8,1999
895,895,RL,Pave,6,1003,2,588,1003,1003,0,1,6,1984
896,896,RL,Pave,5,864,2,572,864,864,0,1,5,1955
897,897,RL,Pave,8,2574,3,868,1482,1482,1092,2,10,2007
898,898,RM,Pave,5,1750,1,240,636,1089,661,1,8,1880
899,899,RL,Pave,5,1904,1,240,1208,1136,768,1,7,1950
900,900,RL,Pave,4,1040,2,648,1064,1040,0,1,5,1963
901,901,RL,Pave,7,2462,2,576,1392,1392,1070,2,9,2005
902,902,RL,Pave,6,1511,2,413,802,802,709,2,8,1997
903,903,RM,Pave,6,1103,2,440,1103,1103,0,1,5,1925
904,904,RL,Pave,5,1092,1,288,1092,1092,0,1,6,1962
905,905,RL,Pave,5,1002,2,902,1002,1002,0,1,5,1970
906,906,RL,Pave,4,1663,2,529,1364,1663,0,1,6,1954
907,907,RL,Pave,6,1279,2,473,1196,1279,0,2,6,1977
908,908,RL,Pave,6,1165,2,490,1127,1165,0,1,6,1966
909,909,RL,Pave,8,1419,2,567,1419,1419,0,2,7,2007
910,910,RL,Pave,5,924,1,280,924,924,0,1,5,1975
911,911,RL,Pave,5,1535,2,410,0,1535,0,2,8,1979
912,912,RL,Pave,6,1316,2,397,1316,1316,0,2,6,2005
913,913,RL,Pave,7,1779,2,546,866,866,913,2,6,1998
914,914,RL,Pave,6,2320,1,180,1028,1436,884,2,9,1945
915,915,RL,Pave,7,1978,2,486,832,1098,880,2,9,1968
916,916,RL,Pave,5,1086,2,490,1086,1086,0,1,6,1954
917,917,RL,Pave,6,2030,2,551,848,1118,912,2,8,1976
918,918,RL,Pave,4,869,0,0,440,869,0,1,4,1923
919,919,RL,Pave,5,1144,1,796,1144,1144,0,1,6,1959
920,920,RL,Pave,8,2263,2,905,1055,1055,1208,2,7,2001
921,921,RL,Pave,7,1776,2,474,936,936,840,2,7,2002
922,922,RL,Pave,7,1456,2,410,728,728,728,2,7,2005
923,923,RM,Pave,4,630,1,286,630,630,0,1,3,1970
924,924,RL,Pave,6,1445,2,645,1127,1445,0,1,7,1964
925,925,RL,Pave,6,1158,2,576,1158,1158,0,1,5,2004
926,926,C (all),Pave,6,2291,2,506,1214,1260,1031,2,9,1910
927,927,RL,Pave,6,1602,2,529,1602,1602,0,2,8,1977
928,928,RL,Pave,5,1308,1,256,728,976,332,1,7,1940
929,929,RL,Pave,7,1459,2,527,1459,1459,0,2,6,2002
930,930,RL,Pave,7,2167,2,518,1192,1516,651,2,9,1974
931,931,RL,Pave,8,2262,3,749,1482,1482,780,2,10,2003
932,932,FV,Pave,7,1250,2,625,625,625,625,2,5,2006
933,933,RL,Pave,6,1314,2,440,1314,1314,0,2,6,2006
934,934,RL,Pave,5,1060,1,270,1060,1060,0,1,6,1968
935,935,RL,Pave,6,1309,2,484,1040,1309,0,1,5,1974
936,936,RL,Pave,5,1320,2,564,1164,1320,0,1,6,1966
937,937,RL,Pave,7,1212,2,573,1212,1212,0,2,6,2001
938,938,RL,Pave,4,858,1,684,858,858,0,1,4,1971
939,939,RL,Pave,5,1691,1,308,1026,1026,665,2,6,1924
940,940,RL,Pave,8,2263,2,420,1141,1165,1098,2,10,1998
941,941,RM,Pave,5,2337,2,560,662,1422,915,2,10,1900
942,942,RL,Pave,5,1078,1,240,1078,1078,0,1,5,1950
943,943,RL,Pave,4,1225,0,0,950,1225,0,1,6,1959
944,944,RL,Pave,8,2524,2,542,2524,2524,0,2,9,1981
945,945,RL,Pave,7,2329,2,514,1475,1532,797,2,10,1990
946,946,RL,Pave,5,1178,2,439,1176,1178,0,1,5,1973
947,947,RL,Pave,5,1040,0,0,1040,1040,0,2,5,1978
948,948,RL,Pave,6,1118,1,358,1096,1118,0,1,6,1977
949,949,RL,Pave,5,954,1,240,920,954,0,1,5,1938
950,950,RL,Pave,6,1635,2,440,1065,915,720,1,6,1923
951,951,RL,Pave,9,2234,3,1166,2216,2234,0,2,9,2008
952,952,RL,Pave,6,1113,1,504,1143,1113,0,1,6,1976
953,953,FV,Pave,7,1950,2,576,975,975,975,2,7,1997
954,954,RL,Pave,7,2022,2,505,1160,1156,866,2,8,1977
955,955,RL,Pave,5,894,2,552,894,894,0,1,5,1972
956,956,RM,Pave,7,2082,2,484,1362,1362,720,2,6,2003
957,957,RM,Pave,5,1344,1,468,672,672,672,1,6,1920
958,958,RL,Pave,7,1720,2,440,840,840,880,2,7,2004
959,959,RL,Pave,4,1152,0,0,0,1152,0,2,6,1955
960,960,FV,Pave,7,1200,2,480,600,520,600,2,4,2005
961,961,RL,Pave,8,2630,3,696,1470,1470,1160,2,8,1998
962,962,RM,Pave,5,1513,1,180,939,939,574,1,8,1920
963,963,RL,Pave,5,1216,1,336,832,832,384,1,6,1947
964,964,RL,Pave,7,1922,2,672,0,495,1427,3,7,2003
965,965,FV,Pave,8,1739,2,480,970,983,756,2,7,1999
966,966,FV,Pave,7,1223,2,480,600,520,623,2,4,2005
967,967,FV,Pave,7,1665,2,562,813,822,843,2,7,2007
968,968,RL,Pave,5,1389,2,418,1389,1389,0,1,6,1974
969,969,RL,Pave,7,1484,2,606,1473,1484,0,2,7,2004
970,970,RM,Pave,5,1365,2,440,765,765,600,1,6,1971
971,971,RL,Pave,8,2612,3,676,1225,1276,1336,2,8,1998
972,972,RL,Pave,6,2654,2,619,1054,1512,1142,2,9,1968
973,973,RL,Pave,7,2223,2,516,2223,2223,0,2,8,1973
974,974,RL,Pave,7,2034,2,645,1057,1057,977,2,8,1997
975,975,RL,Pave,8,2042,3,1390,2042,2042,0,2,8,2008
976,976,RL,Pave,6,1392,2,576,1392,1392,0,1,5,1968
977,977,RM,Pave,4,630,0,0,630,630,0,1,3,1972
978,978,RM,Pave,5,1440,1,352,540,889,551,1,6,1900
979,979,RL,Pave,5,864,2,720,864,864,0,1,5,1950
980,980,RL,Pave,7,1266,2,388,1266,1266,0,2,6,2007
981,981,RL,Pave,4,952,1,283,952,952,0,1,4,1956
982,982,RM,Pave,8,1652,2,482,1600,1652,0,2,5,2008
983,983,RL,Pave,5,1096,1,299,1096,1096,0,1,6,1969
984,984,RL,Pave,5,833,0,0,833,833,0,1,5,1985
985,985,RL,Pave,6,1593,2,389,808,808,785,2,7,1992
986,986,RL,Pave,5,864,1,360,864,864,0,1,5,1965
987,987,RL,Pave,7,1557,2,420,1374,1557,0,2,7,2003
988,988,RL,Pave,5,2126,2,538,1013,1160,966,2,7,1967
989,989,FV,Pave,7,1250,2,528,625,625,625,2,5,2006
990,990,RL,Pave,6,1396,1,384,698,698,698,1,7,1915
991,991,RL,Pave,6,1479,2,475,725,725,754,2,6,1976
992,992,RM,Pave,6,848,2,420,848,848,0,1,3,2003
993,993,RL,Pave,8,1419,2,527,408,779,640,2,7,2002
994,994,RL,Pave,5,1269,1,308,1269,1269,0,1,6,1960
995,995,RL,Pave,10,4676,3,884,3138,3138,1538,3,11,2007
996,996,RL,Pave,10,2945,3,641,1410,1426,1519,3,10,2006
997,997,RM,Pave,7,1358,2,484,1358,1358,0,2,6,2004
998,998,FV,Pave,7,2094,2,615,912,912,1182,2,8,2003
999,999,RL,Pave,6,958,2,440,1078,958,0,2,5,1976
1000,1000,RM,Pave,6,848,2,420,848,848,0,1,3,2003
1001,1001,FV,Pave,8,1489,2,776,1489,1489,0,2,7,2006
1002,1002,RL,Pave,7,1530,2,430,1530,1530,0,2,7,2005
1003,1003,RL,Pave,5,1188,2,531,1188,1188,0,1,6,1959
1004,1004,RL,Pave,4,1622,4,1356,1249,1622,0,1,7,1961
1005,1005,RM,Pave,6,848,2,420,848,848,0,1,4,2004
1006,1006,RM,Pave,6,848,2,420,848,848,0,1,4,2003
1007,1007,RL,Pave,5,980,2,484,980,980,0,1,6,1977
1008,1008,RL,Pave,5,1362,2,480,796,796,566,1,5,1993
1009,1009,RL,Pave,5,2240,2,528,0,1120,1120,2,12,1979
1010,1010,RL,Pave,5,1306,1,756,992,1306,0,1,5,1957
1011,1011,RM,Pave,6,1176,2,528,816,816,0,1,6,1934
1012,1012,RL,Pave,4,1224,2,462,0,1224,0,2,6,1962
1013,1013,RM,Pave,5,630,0,0,630,630,0,1,3,1970
1014,1014,RL,Pave,4,1620,2,490,1281,1620,0,2,8,1976
1015,1015,RM,Pave,5,2372,1,432,994,1378,994,2,11,1892
1016,1016,RL,Pave,6,1993,2,495,825,1097,896,2,8,1971
1017,1017,RL,Pave,7,1320,2,400,660,660,660,2,6,2003
1018,1018,RM,Pave,6,987,1,264,483,483,504,1,5,1973
1019,1019,RL,Pave,6,1505,2,505,1505,1505,0,1,6,1953
1020,1020,RL,Pave,8,2450,3,1069,1284,1310,1140,2,7,1998
1021,1021,RL,Pave,7,1173,2,528,1053,1173,0,2,6,1974
1022,1022,RL,Pave,4,1126,2,520,0,1126,0,2,5,1949
1023,1023,RL,Pave,7,1718,2,427,832,885,833,2,7,1998
1024,1024,RL,Pave,7,1501,2,577,1490,1501,0,2,6,1999
1025,1025,RL,Pave,6,996,2,564,936,996,0,1,5,1992
1026,1026,RL,Pave,8,1973,3,895,1935,1973,0,2,9,2006
1027,1027,RL,Pave,6,1484,2,390,742,742,742,2,8,2005
1028,1028,RL,Pave,7,1959,3,766,1907,1959,0,3,9,1988
1029,1029,RL,Pave,6,1577,1,312,972,972,605,1,6,1939
1030,1030,RL,Pave,5,2200,0,0,1272,1272,928,2,9,1900
1031,1031,RM,Pave,5,1795,1,352,1050,1050,745,2,7,1954
1032,1032,RL,Pave,5,928,1,252,928,928,0,1,4,1956
1033,1033,RL,Pave,5,912,1,275,912,912,0,1,5,1958
1034,1034,RL,Pave,5,1120,0,0,1120,1120,0,1,6,2007
1035,1035,RL,Pave,7,999,2,588,944,999,0,1,6,1961
1036,1036,RL,Pave,5,1164,1,240,1164,1164,0,1,5,1950
1037,1037,RL,Pave,5,1214,1,318,1214,1214,0,2,5,1967
1038,1038,RL,Pave,6,1212,2,492,506,1212,0,1,6,1977
1039,1039,RL,Pave,5,999,1,264,999,999,0,1,6,1962
1040,1040,RL,Pave,6,988,2,540,938,988,0,1,4,1969
1041,1041,RL,Pave,4,960,1,288,672,960,0,1,5,1956
1042,1042,RL,Pave,7,1442,2,500,1424,1442,0,2,5,1990
1043,1043,RL,Pave,7,2287,2,667,1304,1304,983,2,7,1953
1044,1044,RL,Pave,6,1593,2,398,839,864,729,2,8,2004
1045,1045,RL,Pave,5,990,2,672,990,990,0,1,5,1994
1046,1046,RL,Pave,6,1732,2,476,741,977,755,2,7,1985
1047,1047,RL,Pave,4,990,0,0,990,990,0,1,5,1994
1048,1048,RL,Pave,9,1922,3,676,1922,1922,0,2,8,2005
1049,1049,RM,Pave,5,1112,1,336,536,536,576,1,4,1976
1050,1050,RL,Pave,3,1040,2,400,0,1040,0,2,6,1950
1051,1051,RL,Pave,7,1786,2,608,920,920,866,2,6,2001
1052,1052,RL,Pave,6,1116,2,440,1116,1116,0,1,5,1962
1053,1053,RL,Grvl,5,1786,2,529,1499,1619,167,2,7,1965
1054,1054,RL,Pave,5,1144,1,596,1144,1144,0,1,6,1956
1055,1055,RL,Pave,5,1140,0,0,1140,1140,0,1,6,2006
1056,1056,RL,Pave,8,1269,2,430,1256,1269,0,2,6,2004
1057,1057,RL,Pave,9,1620,3,912,1620,1620,0,2,6,2007
1058,1058,RL,Pave,5,1056,1,304,1056,1056,0,1,6,1968
1059,1059,RL,Pave,7,2084,2,618,956,956,1128,2,8,2004
1060,1060,RM,Pave,3,1605,1,379,840,840,765,2,8,1915
1061,1061,RL,Pave,5,1716,0,0,780,936,780,2,9,1912
1062,1062,RL,Pave,4,1120,2,544,1040,1120,0,1,5,1961
1063,1063,RL,Pave,6,1026,2,440,1026,1026,0,1,5,1969
1064,1064,RL,Pave,9,2153,3,736,1440,1476,677,2,8,2000
1065,1065,RL,Pave,5,1250,2,552,661,661,589,2,8,1910
1066,1066,RL,Pave,6,1845,2,462,1055,1055,790,2,8,1992
1067,1067,RL,Pave,4,872,4,480,858,872,0,1,5,1971
1068,1068,RL,Pave,5,1484,2,487,1484,1484,0,2,7,1971
1069,1069,RL,Pave,5,789,1,200,768,789,0,1,5,1926
1070,1070,C (all),Pave,4,1128,2,528,698,698,430,1,6,1920
1071,1071,RL,Pave,7,2696,3,792,1264,1282,1414,2,10,2007
1072,1072,RM,Pave,5,1475,1,336,757,925,550,2,6,1977
1073,1073,RL,Pave,4,845,2,360,845,845,0,1,4,1982
1074,1074,RL,Pave,5,969,2,440,969,969,0,1,5,1975
1075,1075,RL,Pave,6,1671,2,472,959,959,712,2,7,2000
1076,1076,RL,Pave,5,2320,2,672,0,1547,720,2,7,1948
1077,1077,RL,Pave,6,1344,2,525,819,1344,0,1,7,1958
1078,1078,RL,Pave,5,1473,1,452,1437,1473,0,1,5,1968
1079,1079,RL,Pave,6,1638,2,472,943,943,695,2,7,1998
1080,1080,RL,Pave,6,1644,2,418,1416,1644,0,1,7,1953
1081,1081,RL,Pave,5,768,1,396,768,768,0,1,5,1972
1082,1082,RL,Pave,5,1340,1,252,0,1340,0,1,7,1957
1083,1083,RL,Pave,7,1525,2,541,1525,1525,0,2,6,2000
1084,1084,RL,Pave,7,2295,2,590,1095,1166,1129,2,9,1992
1085,1085,RL,Pave,7,1920,2,487,570,1222,698,3,8,1968
1086,1086,RL,Pave,9,1746,3,758,1746,1746,0,2,7,2006
1087,1087,RL,Pave,6,1476,2,540,738,738,738,2,7,2005
1088,1088,RL,Pave,5,1134,1,254,1010,1134,0,1,6,1960
1089,1089,RL,Pave,6,752,1,264,744,752,0,1,4,1984
1090,1090,RL,Pave,8,1795,2,534,1777,1795,0,2,7,2002
1091,1091,RL,Pave,6,1679,2,575,1408,1679,0,2,7,1994
1092,1092,RL,Pave,5,1126,2,484,1126,1126,0,2,5,1977
1093,1093,RL,Pave,6,1456,2,390,728,728,728,2,8,2005
1094,1094,RL,Pave,6,1054,2,460,1054,1054,0,1,6,1969
1095,1095,RL,Pave,9,1652,2,840,1652,1652,0,2,6,2006
1096,1096,FV,Pave,7,1416,2,484,696,696,720,2,6,1999
1097,1097,RM,Pave,6,1556,2,452,716,716,840,2,6,1980
1098,1098,RL,Pave,6,1117,2,672,1029,1117,0,1,6,1976
1099,1099,RL,Pave,6,1328,2,528,1328,1328,0,1,6,1963
1100,1100,RL,Pave,5,1456,1,280,810,1002,454,1,7,1948
1101,1101,RM,Pave,4,1344,0,0,546,798,546,1,6,1970
1102,1102,RM,Pave,7,2554,2,704,718,1576,978,1,8,1890
1103,1103,RL,Pave,5,1466,2,566,796,1096,370,2,7,1936
1104,1104,RL,Pave,7,1541,3,843,1541,1541,0,2,6,2001
1105,1105,RH,Pave,7,767,1,367,723,767,0,1,4,1998
1106,1106,RM,Pave,5,1869,2,456,1088,1188,561,1,7,1890
1107,1107,RL,Pave,8,1567,3,648,1520,1567,0,2,7,2006
1108,1108,RL,Pave,7,1886,2,431,930,956,930,2,10,1998
1109,1109,RL,Pave,6,1004,2,480,1004,1004,0,1,5,1970
1110,1110,RL,Pave,4,1768,0,0,1768,1768,0,2,8,1968
1111,1111,RM,Pave,6,2526,1,216,714,1664,862,2,10,1916
1112,1112,RL,Pave,6,952,1,192,952,952,0,1,4,1916
1113,1113,RL,Pave,6,1244,1,336,1244,1244,0,1,6,1957
1114,1114,RM,Pave,3,968,0,0,600,600,368,1,6,1910
1115,1115,RL,Pave,4,1588,2,680,0,1120,468,2,7,1959
1116,1116,RL,Pave,5,1728,2,560,1728,1728,0,2,8,1976
1117,1117,RL,Pave,5,2620,2,600,1361,1361,1259,2,12,1977
1118,1118,RL,Pave,5,1522,0,0,1008,1008,0,2,7,1926
1119,1119,RL,Pave,6,1960,2,440,860,860,1100,2,8,2002
1120,1120,RL,Pave,7,1339,2,484,1309,1339,0,2,6,1990
1121,1121,RL,Pave,5,938,1,308,938,938,0,1,5,1975
1122,1122,RL,Pave,6,1362,2,460,1362,1362,0,2,6,2005
1123,1123,RM,Pave,4,693,0,0,693,693,0,1,4,1941
1124,1124,RL,Pave,7,1768,2,543,884,884,884,2,8,2003
1125,1125,RL,Pave,8,1574,3,824,1574,1574,0,2,7,2006
1126,1126,RL,Pave,7,1962,3,868,1391,1391,571,2,7,2006
1127,1127,RL,Pave,8,1494,2,481,1494,1494,0,1,6,1995
1128,1128,RM,Pave,8,1742,2,424,916,916,826,1,8,1882
1129,1129,RL,Pave,6,1855,2,512,528,1094,761,2,7,1976
1130,1130,RL,Pave,5,1838,2,372,732,734,1104,2,7,2005
1131,1131,RL,Pave,6,1440,2,467,1440,1440,0,2,7,1981
1132,1132,RM,Pave,5,1060,2,572,1040,1060,0,1,6,1976
1133,1133,RL,Pave,8,1468,3,898,1468,1468,0,2,6,2008
1134,1134,RM,Pave,4,1140,0,0,576,792,348,1,7,1910
1135,1135,RL,Pave,7,1208,2,632,1187,1208,0,2,6,2006
1136,1136,RM,Pave,6,1355,0,0,684,773,582,1,7,1914
1137,1137,RL,Pave,7,1474,2,400,384,804,670,2,7,1995
1138,1138,RL,Pave,6,1152,1,300,1092,1152,0,1,6,1950
1139,1139,FV,Pave,7,1266,2,453,1257,1266,0,2,6,2005
1140,1140,FV,Pave,9,1766,3,478,1766,1766,0,2,7,2009
1141,1141,RL,Pave,6,832,2,528,832,832,0,1,4,1954
1142,1142,RL,Pave,6,1502,1,180,602,900,602,1,7,1923
1143,1143,RL,Pave,5,1352,1,288,1062,1352,0,1,6,1958
1144,1144,RL,Pave,5,1167,2,495,915,1167,0,1,6,1920
1145,1145,RL,Pave,5,1113,1,264,1113,1113,0,1,5,1950
1146,1146,RL,Pave,8,2576,3,666,1234,1264,1312,2,10,2006
1147,1147,RL,Pave,5,894,1,308,894,894,0,1,5,1962
1148,1148,RL,Pave,6,1383,1,292,1383,1383,0,1,7,1960
1149,1149,RL,Pave,7,2646,3,656,1347,1372,1274,2,9,1993
1150,1150,RL,Pave,8,1588,3,825,1588,1588,0,2,7,2006
1151,1151,FV,Pave,7,1547,2,614,756,764,783,2,7,2009
1152,1152,RL,Pave,5,912,1,336,912,912,0,1,5,1967
1153,1153,RL,Pave,8,2290,2,779,1128,1149,1141,2,9,2002
1154,1154,RL,Pave,5,3086,0,0,1598,1636,971,3,12,1946
1155,1155,RL,Pave,4,1346,1,384,560,796,550,1,6,1910
1156,1156,RL,Pave,9,2324,3,736,1175,1182,1142,3,11,2005
1157,1157,RL,Pave,6,2060,2,521,1151,1164,896,2,8,1988
1158,1158,RL,Pave,6,1839,2,442,756,1051,788,1,7,1966
1159,1159,RL,Pave,7,1614,3,865,1614,1614,0,2,7,2005
1160,1160,RL,Pave,8,1629,3,808,1616,1629,0,2,9,2002
1161,1161,RM,Pave,4,1328,1,210,686,810,518,1,8,1925
1162,1162,RL,Pave,7,1725,2,550,539,1040,685,2,6,1979
1163,1163,RL,Pave,5,970,2,624,970,970,0,1,5,1963
1164,1164,RM,Pave,5,1302,1,280,630,630,672,2,6,1971
1165,1165,RL,Pave,9,1792,3,874,1792,1792,0,2,6,2003
1166,1166,RL,Pave,7,1949,2,574,1050,1062,887,2,8,1993
1167,1167,RL,Pave,7,1626,2,474,764,764,862,2,6,2003
